time,intensity
0.01,--undefined--
0.02,--undefined--
0.03,--undefined--
0.04,--undefined--
0.05,--undefined--
0.06,--undefined--
0.07,--undefined--
0.08,--undefined--
0.09,--undefined--
0.1,--undefined--
0.11,--undefined--
0.12,--undefined--
0.13,56.944048780893134
0.14,60.38111397937615
0.15,63.39900888783376
0.16,66.05787243357483
0.17,68.39402353015
0.18,70.43349553083144
0.19,72.18990816309768
0.2,73.66903961509449
0.21,74.87237266736423
0.22,75.8001681858283
0.23,76.45308956463933
0.24,76.8317459101995
0.25,76.93791611439616
0.26,76.77315910648088
0.27,76.34371417150669
0.28,75.67482653106748
0.29,74.8488035394841
0.3,74.07520810774619
0.31,73.71980241635089
0.32,74.08268154769424
0.33,75.04209544498521
0.34,76.19267554125328
0.35000000000000003,77.22298278389918
0.36,77.9968152186315
0.37,78.48111389957016
0.38,78.6904071438651
0.39,78.66256217995615
0.4,78.45023638972889
0.41000000000000003,78.11741625484747
0.42,77.73418477643013
0.43,77.3687546709881
0.44,77.07575861877724
0.45,76.88635161117942
0.46,76.80501917761875
0.47000000000000003,76.81457079649081
0.48,76.88308933786878
0.49,76.96714685829124
0.5,77.01442027667515
0.51,76.96487690545004
0.52,76.75674591273652
0.53,76.33202282086832
0.54,75.63952527426754
0.55,74.63788624120512
0.56,73.28541209772826
0.5700000000000001,71.54893225520888
0.58,69.41051472387076
0.59,66.8527825514693
0.6,63.90394525542135
0.61,60.74461875588237
0.62,58.04689870597779
0.63,57.35602962798482
0.64,59.252817929115814
0.65,62.22846187559728
0.66,65.25123871296754
0.67,67.99303617235937
0.68,70.36871986100732
0.6900000000000001,72.36149275423259
0.7000000000000001,73.97624707316588
0.71,75.22356529207647
0.72,76.11359119144683
0.73,76.65377669542627
0.74,76.84814909559881
0.75,76.69723284465108
0.76,76.1982195654167
0.77,75.3453903748613
0.78,74.13051487658333
0.79,72.54366808853798
0.8,70.57483682404565
0.81,68.2173971164725
0.8200000000000001,65.47598293229247
0.8300000000000001,62.385216826219676
0.84,59.0425334553126
0.85,55.65289731774125
0.86,52.55804492058916
0.87,50.02821040560487
0.88,48.042396074035324
0.89,46.575843992151256
0.9,45.524425068305916
0.91,44.90966820259864
0.92,44.63052298400522
0.93,44.590139418503746
0.9400000000000001,44.62211249984809
0.9500000000000001,44.52533745982796
0.96,44.27117938835552
0.97,43.870278823810196
0.98,43.3395616609947
0.99,42.86387773193303
1,42.53808860126647
1.01,42.44045889159848
1.02,42.503080713137265
1.03,42.60277675170085
1.04,42.644278287781106
1.05,42.57371936516913
1.06,42.42454579930397
1.07,42.235272000583365
1.08,42.010803916798345
1.09,41.9108445383718
1.1,41.926894706385696
1.11,42.04637757875292
1.12,42.2241973750526
1.1300000000000001,42.42293130473701
1.1400000000000001,42.58647887320077
1.1500000000000001,42.74842872154107
1.16,42.895425360485795
1.17,43.02603735320832
1.18,43.12255246737186
1.19,43.15247140094936
1.2,43.11212970954986
1.21,42.953458674926786
1.22,42.76492370081041
1.23,42.56723888659292
1.24,42.4703462453161
1.25,42.45998807752312
1.26,42.59761541457899
1.27,42.83505078071449
1.28,43.051002151126134
1.29,43.199879368149546
1.3,43.1985310503619
1.31,43.07551082232575
1.32,42.88622081736448
1.33,42.69568359612149
1.34,42.63628504530707
1.35,42.69142933589136
1.36,42.83459603606814
1.37,42.93667029484575
1.3800000000000001,42.941332497818806
1.3900000000000001,42.8017811000236
1.4000000000000001,42.57557572521822
1.41,--undefined--
1.42,--undefined--
1.43,--undefined--
1.44,--undefined--
1.45,--undefined--
1.46,--undefined--
1.47,--undefined--
1.48,--undefined--
1.49,--undefined--
1.5,--undefined--
1.51,--undefined--
1.52,--undefined--
